,Index,0
11025,T30245366,1
11026,T30245367,1
11027,T30245368,1
11028,T30245369,1
11029,T30245370,1
11030,T30245371,0
11031,T30245372,0
11032,T30245373,0
11033,T30245374,0
11034,T30245375,1
11035,T30245376,1
11036,T30245377,1
11037,T30245378,1
11038,T30245379,1
11039,T30245380,1
11040,T30245381,0
11041,T30245382,1
11042,T30245383,1
11043,T30245384,1
11044,T30245385,1
11045,T30245386,1
11046,T30245387,1
11047,T30245388,1
11048,T30245389,1
11049,T30245390,1
11050,T30245391,1
11051,T30245392,1
11052,T30245393,0
11053,T30245394,0
11054,T30245395,1
11055,T30245396,1
11056,T30245397,1
11057,T30245398,0
11058,T30245399,1
11059,T30245400,1
11060,T30245401,0
11061,T30245402,0
11062,T30245403,0
11063,T30245404,0
11064,T30245405,1
11065,T30245406,1
11066,T30245407,1
11067,T30245408,1
11068,T30245409,1
11069,T30245410,1
11070,T30245411,0
11071,T30245412,1
11072,T30245413,1
11073,T30245414,1
11074,T30245415,1
11075,T30245416,1
11076,T30245417,1
11077,T30245418,1
11078,T30245419,0
11079,T30245420,1
11080,T30245421,1
11081,T30245422,0
11082,T30245423,1
11083,T30245424,0
11084,T30245425,1
11085,T30245426,1
11086,T30245427,1
11087,T30245428,1
11088,T30245429,0
11089,T30245430,1
11090,T30245431,1
11091,T30245432,1
11092,T30245433,0
11093,T30245434,1
11094,T30245435,1
11095,T30245436,1
11096,T30245437,1
11097,T30245438,1
11098,T30245439,1
11099,T30245440,1
11100,T30245441,1
11101,T30245442,1
11102,T30245443,0
11103,T30245444,0
11104,T30245445,1
11105,T30245446,1
11106,T30245447,0
11107,T30245448,1
11108,T30245449,1
11109,T30245450,1
11110,T30245451,1
11111,T30245452,1
11112,T30245453,1
11113,T30245454,1
11114,T30245455,1
11115,T30245456,1
11116,T30245457,1
11117,T30245458,1
11118,T30245459,0
11119,T30245460,0
11120,T30245461,0
11121,T30245462,1
11122,T30245463,1
11123,T30245464,1
11124,T30245465,1
11125,T30245466,0
11126,T30245467,0
11127,T30245468,1
11128,T30245469,1
11129,T30245470,1
11130,T30245471,1
11131,T30245472,1
11132,T30245473,1
11133,T30245474,1
11134,T30245475,0
11135,T30245476,0
11136,T30245477,0
11137,T30245478,1
11138,T30245479,1
11139,T30245480,0
11140,T30245481,1
11141,T30245482,1
11142,T30245483,1
11143,T30245484,0
11144,T30245485,1
11145,T30245486,0
11146,T30245487,1
11147,T30245488,1
11148,T30245489,0
11149,T30245490,1
11150,T30245491,1
11151,T30245492,0
11152,T30245493,0
11153,T30245494,1
11154,T30245495,1
11155,T30245496,1
11156,T30245497,1
11157,T30245498,1
11158,T30245499,1
11159,T30245500,0
11160,T30245501,1
11161,T30245502,0
11162,T30245503,0
11163,T30245504,1
11164,T30245505,1
11165,T30245506,0
11166,T30245507,0
11167,T30245508,1
11168,T30245509,1
11169,T30245510,1
11170,T30245511,1
11171,T30245512,1
11172,T30245513,1
11173,T30245514,1
11174,T30245515,1
11175,T30245516,1
11176,T30245517,1
11177,T30245518,1
11178,T30245519,0
11179,T30245520,1
11180,T30245521,1
11181,T30245522,0
11182,T30245523,0
11183,T30245524,1
11184,T30245525,0
11185,T30245526,1
11186,T30245527,1
11187,T30245528,1
11188,T30245529,1
11189,T30245530,0
11190,T30245531,1
11191,T30245532,0
11192,T30245533,0
11193,T30245534,1
11194,T30245535,0
11195,T30245536,0
11196,T30245537,0
11197,T30245538,0
11198,T30245539,0
11199,T30245540,0
11200,T30245541,1
11201,T30245542,1
11202,T30245543,1
11203,T30245544,0
11204,T30245545,1
11205,T30245546,1
11206,T30245547,1
11207,T30245548,0
11208,T30245549,1
11209,T30245550,1
11210,T30245551,0
11211,T30245552,0
11212,T30245553,0
11213,T30245554,1
11214,T30245555,1
11215,T30245556,0
11216,T30245557,0
11217,T30245558,1
11218,T30245559,1
11219,T30245560,0
11220,T30245561,1
11221,T30245562,1
11222,T30245563,0
11223,T30245564,1
11224,T30245565,0
11225,T30245566,1
11226,T30245567,1
11227,T30245568,0
11228,T30245569,1
11229,T30245570,0
11230,T30245571,1
11231,T30245572,1
11232,T30245573,1
11233,T30245574,1
11234,T30245575,1
11235,T30245576,0
11236,T30245577,0
11237,T30245578,1
11238,T30245579,1
11239,T30245580,0
11240,T30245581,1
11241,T30245582,1
11242,T30245583,0
11243,T30245584,1
11244,T30245585,1
11245,T30245586,1
11246,T30245587,1
11247,T30245588,1
11248,T30245589,1
11249,T30245590,1
11250,T30245591,1
11251,T30245592,0
11252,T30245593,1
11253,T30245594,0
11254,T30245595,0
11255,T30245596,1
11256,T30245597,1
11257,T30245598,0
11258,T30245599,0
11259,T30245600,1
11260,T30245601,1
11261,T30245602,1
11262,T30245603,1
11263,T30245604,0
11264,T30245605,1
11265,T30245606,0
11266,T30245607,0
11267,T30245608,1
11268,T30245609,1
11269,T30245610,1
11270,T30245611,0
11271,T30245612,1
11272,T30245613,1
11273,T30245614,0
11274,T30245615,1
11275,T30245616,1
11276,T30245617,1
11277,T30245618,1
11278,T30245619,1
11279,T30245620,1
11280,T30245621,1
11281,T30245622,1
11282,T30245623,1
11283,T30245624,1
11284,T30245625,1
11285,T30245626,0
11286,T30245627,1
11287,T30245628,0
11288,T30245629,0
11289,T30245630,1
11290,T30245631,1
11291,T30245632,1
11292,T30245633,1
11293,T30245634,1
11294,T30245635,1
11295,T30245636,1
11296,T30245637,1
11297,T30245638,1
11298,T30245639,1
11299,T30245640,1
11300,T30245641,0
11301,T30245642,0
11302,T30245643,1
11303,T30245644,0
11304,T30245645,1
11305,T30245646,1
11306,T30245647,1
11307,T30245648,1
11308,T30245649,1
11309,T30245650,0
11310,T30245651,1
11311,T30245652,0
11312,T30245653,0
11313,T30245654,1
11314,T30245655,1
11315,T30245656,1
11316,T30245657,1
11317,T30245658,1
11318,T30245659,0
11319,T30245660,1
11320,T30245661,1
11321,T30245662,1
11322,T30245663,0
11323,T30245664,1
11324,T30245665,1
11325,T30245666,1
11326,T30245667,1
11327,T30245668,0
11328,T30245669,1
11329,T30245670,1
11330,T30245671,1
11331,T30245672,0
11332,T30245673,1
11333,T30245674,1
11334,T30245675,1
11335,T30245676,1
11336,T30245677,1
11337,T30245678,1
11338,T30245679,1
11339,T30245680,1
11340,T30245681,1
11341,T30245682,1
11342,T30245683,0
11343,T30245684,1
11344,T30245685,1
11345,T30245686,1
11346,T30245687,1
11347,T30245688,0
11348,T30245689,1
11349,T30245690,1
11350,T30245691,0
11351,T30245692,0
11352,T30245693,1
11353,T30245694,1
11354,T30245695,1
11355,T30245696,1
11356,T30245697,1
11357,T30245698,1
11358,T30245699,1
11359,T30245700,1
11360,T30245701,1
11361,T30245702,0
11362,T30245703,1
11363,T30245704,0
11364,T30245705,1
11365,T30245706,1
11366,T30245707,1
11367,T30245708,1
11368,T30245709,1
11369,T30245710,1
11370,T30245711,1
11371,T30245712,1
11372,T30245713,1
11373,T30245714,1
11374,T30245715,1
11375,T30245716,1
11376,T30245717,1
11377,T30245718,1
11378,T30245719,0
11379,T30245720,1
11380,T30245721,1
11381,T30245722,1
11382,T30245723,0
11383,T30245724,1
11384,T30245725,1
11385,T30245726,1
11386,T30245727,0
11387,T30245728,1
11388,T30245729,1
11389,T30245730,0
11390,T30245731,1
11391,T30245732,1
11392,T30245733,1
11393,T30245734,1
11394,T30245735,1
11395,T30245736,0
11396,T30245737,1
11397,T30245738,1
11398,T30245739,1
11399,T30245740,1
11400,T30245741,0
11401,T30245742,1
11402,T30245743,1
11403,T30245744,1
11404,T30245745,0
11405,T30245746,1
11406,T30245747,1
11407,T30245748,1
11408,T30245749,1
11409,T30245750,1
11410,T30245751,1
11411,T30245752,1
11412,T30245753,1
11413,T30245754,1
11414,T30245755,1
11415,T30245756,1
11416,T30245757,1
11417,T30245758,1
11418,T30245759,1
11419,T30245760,1
11420,T30245761,1
11421,T30245762,0
11422,T30245763,1
11423,T30245764,1
11424,T30245765,1
11425,T30245766,1
11426,T30245767,1
11427,T30245768,1
11428,T30245769,1
11429,T30245770,1
11430,T30245771,0
11431,T30245772,1
11432,T30245773,1
11433,T30245774,1
11434,T30245775,0
11435,T30245776,1
11436,T30245777,0
11437,T30245778,1
11438,T30245779,1
11439,T30245780,0
11440,T30245781,1
11441,T30245782,1
11442,T30245783,1
11443,T30245784,0
11444,T30245785,0
11445,T30245786,0
11446,T30245787,1
11447,T30245788,0
11448,T30245789,1
11449,T30245790,1
11450,T30245791,0
11451,T30245792,0
11452,T30245793,1
11453,T30245794,1
11454,T30245795,1
11455,T30245796,1
11456,T30245797,0
11457,T30245798,1
11458,T30245799,1
11459,T30245800,0
11460,T30245801,0
11461,T30245802,1
11462,T30245803,0
11463,T30245804,1
11464,T30245805,1
11465,T30245806,1
11466,T30245807,1
11467,T30245808,0
11468,T30245809,1
11469,T30245810,1
11470,T30245811,1
11471,T30245812,1
11472,T30245813,1
11473,T30245814,1
11474,T30245815,1
11475,T30245816,1
11476,T30245817,1
11477,T30245818,0
11478,T30245819,1
11479,T30245820,1
11480,T30245821,1
11481,T30245822,0
11482,T30245823,0
11483,T30245824,0
11484,T30245825,0
11485,T30245826,1
11486,T30245827,1
11487,T30245828,0
11488,T30245829,1
11489,T30245830,1
11490,T30245831,0
11491,T30245832,0
11492,T30245833,1
11493,T30245834,1
11494,T30245835,1
11495,T30245836,1
11496,T30245837,1
11497,T30245838,1
11498,T30245839,1
11499,T30245840,1
11500,T30245841,1
11501,T30245842,1
11502,T30245843,1
11503,T30245844,1
11504,T30245845,1
11505,T30245846,0
11506,T30245847,0
11507,T30245848,1
11508,T30245849,1
11509,T30245850,1
11510,T30245851,1
11511,T30245852,1
11512,T30245853,1
11513,T30245854,0
11514,T30245855,1
11515,T30245856,0
11516,T30245857,1
11517,T30245858,1
11518,T30245859,1
11519,T30245860,1
11520,T30245861,1
11521,T30245862,0
11522,T30245863,1
11523,T30245864,0
11524,T30245865,1
11525,T30245866,0
11526,T30245867,1
11527,T30245868,1
11528,T30245869,1
11529,T30245870,1
11530,T30245871,0
11531,T30245872,1
11532,T30245873,0
11533,T30245874,0
11534,T30245875,0
11535,T30245876,0
11536,T30245877,1
11537,T30245878,1
11538,T30245879,1
11539,T30245880,0
11540,T30245881,1
11541,T30245882,1
11542,T30245883,1
11543,T30245884,1
11544,T30245885,1
11545,T30245886,1
11546,T30245887,1
11547,T30245888,0
11548,T30245889,0
11549,T30245890,0
11550,T30245891,1
11551,T30245892,0
11552,T30245893,1
11553,T30245894,0
11554,T30245895,0
11555,T30245896,1
11556,T30245897,1
11557,T30245898,0
11558,T30245899,1
11559,T30245900,1
11560,T30245901,1
11561,T30245902,1
11562,T30245903,1
11563,T30245904,1
11564,T30245905,0
11565,T30245906,1
11566,T30245907,1
11567,T30245908,1
11568,T30245909,1
11569,T30245910,0
11570,T30245911,1
11571,T30245912,1
11572,T30245913,0
11573,T30245914,1
11574,T30245915,1
11575,T30245916,1
11576,T30245917,1
11577,T30245918,1
11578,T30245919,0
11579,T30245920,1
11580,T30245921,0
11581,T30245922,1
11582,T30245923,1
11583,T30245924,1
11584,T30245925,1
11585,T30245926,0
11586,T30245927,0
11587,T30245928,1
11588,T30245929,1
11589,T30245930,1
11590,T30245931,0
11591,T30245932,1
11592,T30245933,1
11593,T30245934,1
11594,T30245935,1
11595,T30245936,1
11596,T30245937,1
11597,T30245938,1
11598,T30245939,0
11599,T30245940,1
11600,T30245941,1
11601,T30245942,1
11602,T30245943,1
11603,T30245944,0
11604,T30245945,1
11605,T30245946,0
11606,T30245947,1
11607,T30245948,1
11608,T30245949,1
11609,T30245950,1
11610,T30245951,1
11611,T30245952,1
11612,T30245953,1
11613,T30245954,1
11614,T30245955,1
11615,T30245956,1
11616,T30245957,0
11617,T30245958,1
11618,T30245959,0
11619,T30245960,0
11620,T30245961,0
11621,T30245962,1
11622,T30245963,1
11623,T30245964,1
11624,T30245965,0
11625,T30245966,1
11626,T30245967,1
11627,T30245968,1
11628,T30245969,0
11629,T30245970,1
11630,T30245971,1
11631,T30245972,0
11632,T30245973,1
11633,T30245974,1
11634,T30245975,1
11635,T30245976,0
11636,T30245977,0
11637,T30245978,1
11638,T30245979,1
11639,T30245980,1
11640,T30245981,1
11641,T30245982,1
11642,T30245983,1
11643,T30245984,1
11644,T30245985,1
11645,T30245986,1
11646,T30245987,1
11647,T30245988,0
11648,T30245989,1
11649,T30245990,0
11650,T30245991,1
11651,T30245992,0
11652,T30245993,1
11653,T30245994,1
11654,T30245995,1
11655,T30245996,1
11656,T30245997,1
11657,T30245998,0
11658,T30245999,1
11659,T30246000,1
11660,T30246001,1
11661,T30246002,0
11662,T30246003,1
11663,T30246004,1
11664,T30246005,1
11665,T30246006,0
11666,T30246007,1
11667,T30246008,1
11668,T30246009,1
11669,T30246010,0
11670,T30246011,1
11671,T30246012,0
11672,T30246013,1
11673,T30246014,1
11674,T30246015,0
11675,T30246016,1
11676,T30246017,1
11677,T30246018,1
11678,T30246019,1
11679,T30246020,1
11680,T30246021,1
11681,T30246022,1
11682,T30246023,1
11683,T30246024,1
11684,T30246025,0
11685,T30246026,0
11686,T30246027,1
11687,T30246028,1
11688,T30246029,0
11689,T30246030,1
11690,T30246031,1
11691,T30246032,1
11692,T30246033,1
11693,T30246034,0
11694,T30246035,1
11695,T30246036,1
11696,T30246037,1
11697,T30246038,1
11698,T30246039,1
11699,T30246040,1
11700,T30246041,1
11701,T30246042,1
11702,T30246043,1
11703,T30246044,0
11704,T30246045,0
11705,T30246046,1
11706,T30246047,0
11707,T30246048,0
11708,T30246049,1
11709,T30246050,1
11710,T30246051,0
11711,T30246052,1
11712,T30246053,1
11713,T30246054,1
11714,T30246055,0
11715,T30246056,1
11716,T30246057,1
11717,T30246058,1
11718,T30246059,0
11719,T30246060,1
11720,T30246061,1
11721,T30246062,1
11722,T30246063,1
11723,T30246064,1
11724,T30246065,1
11725,T30246066,1
11726,T30246067,1
11727,T30246068,1
11728,T30246069,1
11729,T30246070,1
11730,T30246071,1
11731,T30246072,1
11732,T30246073,1
11733,T30246074,1
11734,T30246075,1
11735,T30246076,1
11736,T30246077,1
11737,T30246078,1
11738,T30246079,1
11739,T30246080,1
11740,T30246081,1
11741,T30246082,1
11742,T30246083,0
11743,T30246084,1
11744,T30246085,1
11745,T30246086,1
11746,T30246087,1
11747,T30246088,1
11748,T30246089,1
11749,T30246090,1
11750,T30246091,1
11751,T30246092,1
11752,T30246093,1
11753,T30246094,0
11754,T30246095,1
11755,T30246096,0
11756,T30246097,1
11757,T30246098,1
11758,T30246099,1
11759,T30246100,1
11760,T30246101,1
11761,T30246102,0
11762,T30246103,1
11763,T30246104,1
11764,T30246105,1
11765,T30246106,0
11766,T30246107,1
11767,T30246108,1
11768,T30246109,1
11769,T30246110,1
11770,T30246111,1
11771,T30246112,1
11772,T30246113,1
11773,T30246114,0
11774,T30246115,1
11775,T30246116,0
11776,T30246117,1
11777,T30246118,0
11778,T30246119,0
11779,T30246120,0
11780,T30246121,1
11781,T30246122,0
11782,T30246123,1
11783,T30246124,0
11784,T30246125,1
11785,T30246126,1
11786,T30246127,1
11787,T30246128,0
11788,T30246129,1
11789,T30246130,1
11790,T30246131,1
11791,T30246132,1
11792,T30246133,1
11793,T30246134,1
11794,T30246135,0
11795,T30246136,0
11796,T30246137,1
11797,T30246138,1
11798,T30246139,1
11799,T30246140,1
11800,T30246141,0
11801,T30246142,1
11802,T30246143,0
11803,T30246144,0
11804,T30246145,1
11805,T30246146,1
11806,T30246147,1
11807,T30246148,0
11808,T30246149,1
11809,T30246150,0
11810,T30246151,1
11811,T30246152,0
11812,T30246153,1
11813,T30246154,1
11814,T30246155,1
11815,T30246156,1
11816,T30246157,1
11817,T30246158,1
11818,T30246159,1
11819,T30246160,1
11820,T30246161,1
11821,T30246162,0
11822,T30246163,0
11823,T30246164,1
11824,T30246165,0
11825,T30246166,1
11826,T30246167,1
11827,T30246168,1
11828,T30246169,0
11829,T30246170,1
11830,T30246171,1
11831,T30246172,1
11832,T30246173,1
11833,T30246174,1
11834,T30246175,0
11835,T30246176,0
11836,T30246177,0
11837,T30246178,1
11838,T30246179,1
11839,T30246180,1
11840,T30246181,1
11841,T30246182,1
11842,T30246183,1
11843,T30246184,0
11844,T30246185,1
11845,T30246186,1
11846,T30246187,1
11847,T30246188,1
11848,T30246189,1
11849,T30246190,1
11850,T30246191,1
11851,T30246192,0
11852,T30246193,0
11853,T30246194,1
11854,T30246195,1
11855,T30246196,0
11856,T30246197,0
11857,T30246198,1
11858,T30246199,1
11859,T30246200,1
11860,T30246201,1
11861,T30246202,1
11862,T30246203,1
11863,T30246204,1
11864,T30246205,1
11865,T30246206,1
11866,T30246207,1
11867,T30246208,1
11868,T30246209,1
11869,T30246210,1
11870,T30246211,1
11871,T30246212,1
11872,T30246213,1
11873,T30246214,1
11874,T30246215,1
11875,T30246216,0
11876,T30246217,1
11877,T30246218,1
11878,T30246219,1
11879,T30246220,0
11880,T30246221,1
11881,T30246222,0
11882,T30246223,0
11883,T30246224,1
11884,T30246225,0
11885,T30246226,0
11886,T30246227,0
11887,T30246228,1
11888,T30246229,1
11889,T30246230,1
11890,T30246231,1
11891,T30246232,1
11892,T30246233,1
11893,T30246234,1
11894,T30246235,1
11895,T30246236,1
11896,T30246237,1
11897,T30246238,1
11898,T30246239,1
11899,T30246240,1
11900,T30246241,0
11901,T30246242,1
11902,T30246243,1
11903,T30246244,1
11904,T30246245,0
11905,T30246246,0
11906,T30246247,1
11907,T30246248,1
11908,T30246249,1
11909,T30246250,1
11910,T30246251,0
11911,T30246252,1
11912,T30246253,0
11913,T30246254,1
11914,T30246255,1
11915,T30246256,1
11916,T30246257,1
11917,T30246258,0
11918,T30246259,1
11919,T30246260,1
11920,T30246261,1
11921,T30246262,1
11922,T30246263,1
11923,T30246264,1
11924,T30246265,1
11925,T30246266,1
11926,T30246267,1
11927,T30246268,0
11928,T30246269,1
11929,T30246270,0
11930,T30246271,0
11931,T30246272,1
11932,T30246273,0
11933,T30246274,0
11934,T30246275,1
11935,T30246276,1
11936,T30246277,1
11937,T30246278,1
11938,T30246279,1
11939,T30246280,1
11940,T30246281,1
11941,T30246282,1
11942,T30246283,1
11943,T30246284,1
11944,T30246285,1
11945,T30246286,1
11946,T30246287,1
11947,T30246288,0
11948,T30246289,1
11949,T30246290,1
11950,T30246291,1
11951,T30246292,1
11952,T30246293,1
11953,T30246294,0
11954,T30246295,1
11955,T30246296,1
11956,T30246297,1
11957,T30246298,1
11958,T30246299,1
11959,T30246300,1
11960,T30246301,0
11961,T30246302,0
11962,T30246303,1
11963,T30246304,0
11964,T30246305,1
11965,T30246306,0
11966,T30246307,0
11967,T30246308,0
11968,T30246309,0
11969,T30246310,1
11970,T30246311,0
11971,T30246312,1
11972,T30246313,1
11973,T30246314,1
11974,T30246315,0
11975,T30246316,0
11976,T30246317,1
11977,T30246318,1
11978,T30246319,0
11979,T30246320,0
11980,T30246321,1
11981,T30246322,1
11982,T30246323,1
11983,T30246324,1
11984,T30246325,1
11985,T30246326,0
11986,T30246327,1
11987,T30246328,1
11988,T30246329,1
11989,T30246330,1
11990,T30246331,1
11991,T30246332,1
11992,T30246333,0
11993,T30246334,1
11994,T30246335,1
11995,T30246336,1
11996,T30246337,1
11997,T30246338,1
11998,T30246339,0
11999,T30246340,1
12000,T30246341,1
12001,T30246342,1
12002,T30246343,1
12003,T30246344,0
12004,T30246345,1
12005,T30246346,1
12006,T30246347,1
12007,T30246348,1
12008,T30246349,1
12009,T30246350,1
12010,T30246351,1
12011,T30246352,1
12012,T30246353,1
12013,T30246354,0
12014,T30246355,1
12015,T30246356,1
12016,T30246357,1
12017,T30246358,1
12018,T30246359,1
12019,T30246360,1
12020,T30246361,1
12021,T30246362,1
12022,T30246363,1
12023,T30246364,0
12024,T30246365,1
12025,T30246366,0
12026,T30246367,1
12027,T30246368,0
12028,T30246369,1
12029,T30246370,1
12030,T30246371,1
12031,T30246372,1
12032,T30246373,0
12033,T30246374,0
12034,T30246375,1
12035,T30246376,0
12036,T30246377,1
12037,T30246378,1
12038,T30246379,1
12039,T30246380,1
12040,T30246381,0
12041,T30246382,1
12042,T30246383,1
12043,T30246384,0
12044,T30246385,1
12045,T30246386,1
12046,T30246387,1
12047,T30246388,1
12048,T30246389,1
12049,T30246390,1
12050,T30246391,0
12051,T30246392,1
12052,T30246393,1
12053,T30246394,1
12054,T30246395,0
12055,T30246396,1
12056,T30246397,1
12057,T30246398,1
12058,T30246399,1
12059,T30246400,1
12060,T30246401,1
12061,T30246402,1
12062,T30246403,1
12063,T30246404,1
12064,T30246405,1
12065,T30246406,1
12066,T30246407,1
12067,T30246408,1
12068,T30246409,1
12069,T30246410,1
12070,T30246411,1
12071,T30246412,1
12072,T30246413,0
12073,T30246414,1
12074,T30246415,1
12075,T30246416,0
12076,T30246417,1
12077,T30246418,1
12078,T30246419,1
12079,T30246420,1
12080,T30246421,1
12081,T30246422,1
12082,T30246423,0
12083,T30246424,0
12084,T30246425,0
12085,T30246426,1
12086,T30246427,1
12087,T30246428,0
12088,T30246429,1
12089,T30246430,1
12090,T30246431,1
12091,T30246432,1
12092,T30246433,1
12093,T30246434,0
12094,T30246435,0
12095,T30246436,0
12096,T30246437,1
12097,T30246438,1
12098,T30246439,1
12099,T30246440,1
12100,T30246441,1
12101,T30246442,1
12102,T30246443,1
12103,T30246444,1
12104,T30246445,1
12105,T30246446,1
12106,T30246447,1
12107,T30246448,1
12108,T30246449,1
12109,T30246450,1
12110,T30246451,1
12111,T30246452,1
12112,T30246453,0
12113,T30246454,1
12114,T30246455,0
12115,T30246456,1
12116,T30246457,1
12117,T30246458,0
12118,T30246459,1
12119,T30246460,1
12120,T30246461,1
12121,T30246462,1
12122,T30246463,1
12123,T30246464,1
12124,T30246465,1
12125,T30246466,1
12126,T30246467,1
12127,T30246468,0
12128,T30246469,1
12129,T30246470,0
12130,T30246471,1
12131,T30246472,1
12132,T30246473,1
12133,T30246474,1
12134,T30246475,0
12135,T30246476,1
12136,T30246477,1
12137,T30246478,1
12138,T30246479,1
12139,T30246480,0
12140,T30246481,1
12141,T30246482,0
12142,T30246483,1
12143,T30246484,1
12144,T30246485,1
12145,T30246486,1
12146,T30246487,1
12147,T30246488,1
12148,T30246489,1
12149,T30246490,1
12150,T30246491,1
12151,T30246492,0
12152,T30246493,1
12153,T30246494,1
12154,T30246495,0
12155,T30246496,1
12156,T30246497,1
12157,T30246498,1
12158,T30246499,1
12159,T30246500,1
12160,T30246501,0
12161,T30246502,1
12162,T30246503,1
12163,T30246504,1
12164,T30246505,0
12165,T30246506,0
12166,T30246507,1
12167,T30246508,1
12168,T30246509,1
12169,T30246510,0
12170,T30246511,0
12171,T30246512,1
12172,T30246513,0
12173,T30246514,1
12174,T30246515,1
12175,T30246516,1
12176,T30246517,0
12177,T30246518,1
12178,T30246519,1
12179,T30246520,1
12180,T30246521,0
12181,T30246522,0
12182,T30246523,1
12183,T30246524,1
12184,T30246525,1
12185,T30246526,1
12186,T30246527,1
12187,T30246528,0
12188,T30246529,1
12189,T30246530,1
12190,T30246531,1
12191,T30246532,1
12192,T30246533,1
12193,T30246534,1
12194,T30246535,1
12195,T30246536,1
12196,T30246537,1
12197,T30246538,1
12198,T30246539,0
12199,T30246540,1
12200,T30246541,0
12201,T30246542,0
12202,T30246543,1
12203,T30246544,1
12204,T30246545,1
12205,T30246546,1
12206,T30246547,1
12207,T30246548,1
12208,T30246549,1
12209,T30246550,0
12210,T30246551,1
12211,T30246552,1
12212,T30246553,1
12213,T30246554,1
12214,T30246555,1
12215,T30246556,0
12216,T30246557,1
12217,T30246558,0
12218,T30246559,1
12219,T30246560,1
12220,T30246561,1
12221,T30246562,1
12222,T30246563,1
12223,T30246564,1
12224,T30246565,1
12225,T30246566,1
12226,T30246567,0
12227,T30246568,1
12228,T30246569,1
12229,T30246570,1
12230,T30246571,0
12231,T30246572,1
12232,T30246573,0
12233,T30246574,1
12234,T30246575,1
12235,T30246576,1
12236,T30246577,1
12237,T30246578,1
12238,T30246579,1
12239,T30246580,1
12240,T30246581,0
12241,T30246582,0
12242,T30246583,1
12243,T30246584,1
12244,T30246585,1
12245,T30246586,1
12246,T30246587,1
12247,T30246588,0
12248,T30246589,1
12249,T30246590,1
12250,T30246591,1
12251,T30246592,0
12252,T30246593,0
12253,T30246594,0
12254,T30246595,1
12255,T30246596,1
12256,T30246597,1
12257,T30246598,0
12258,T30246599,1
12259,T30246600,0
12260,T30246601,1
12261,T30246602,1
12262,T30246603,1
12263,T30246604,0
12264,T30246605,1
12265,T30246606,1
12266,T30246607,1
12267,T30246608,1
12268,T30246609,1
12269,T30246610,1
12270,T30246611,0
12271,T30246612,1
12272,T30246613,1
12273,T30246614,0
12274,T30246615,1
12275,T30246616,0
12276,T30246617,0
12277,T30246618,1
12278,T30246619,0
12279,T30246620,1
12280,T30246621,1
12281,T30246622,1
12282,T30246623,1
12283,T30246624,1
12284,T30246625,1
12285,T30246626,0
12286,T30246627,1
12287,T30246628,0
12288,T30246629,1
12289,T30246630,0
12290,T30246631,0
12291,T30246632,1
12292,T30246633,1
12293,T30246634,0
12294,T30246635,0
12295,T30246636,1
12296,T30246637,1
12297,T30246638,1
12298,T30246639,1
12299,T30246640,1
12300,T30246641,1
12301,T30246642,1
12302,T30246643,1
12303,T30246644,1
12304,T30246645,1
12305,T30246646,1
12306,T30246647,1
12307,T30246648,1
12308,T30246649,0
12309,T30246650,1
12310,T30246651,0
12311,T30246652,0
12312,T30246653,1
12313,T30246654,1
12314,T30246655,0
12315,T30246656,1
12316,T30246657,1
12317,T30246658,1
12318,T30246659,1
12319,T30246660,1
12320,T30246661,1
12321,T30246662,1
12322,T30246663,1
12323,T30246664,1
12324,T30246665,1
12325,T30246666,0
12326,T30246667,1
12327,T30246668,0
12328,T30246669,1
12329,T30246670,1
12330,T30246671,1
12331,T30246672,1
12332,T30246673,1
12333,T30246674,0
12334,T30246675,1
12335,T30246676,1
12336,T30246677,1
12337,T30246678,1
12338,T30246679,0
12339,T30246680,1
12340,T30246681,1
12341,T30246682,1
12342,T30246683,1
12343,T30246684,1
12344,T30246685,0
12345,T30246686,1
12346,T30246687,0
12347,T30246688,1
12348,T30246689,0
12349,T30246690,1
12350,T30246691,0
12351,T30246692,1
12352,T30246693,1
12353,T30246694,1
12354,T30246695,0
12355,T30246696,1
12356,T30246697,0
12357,T30246698,1
12358,T30246699,1
12359,T30246700,1
12360,T30246701,1
12361,T30246702,1
12362,T30246703,1
12363,T30246704,1
12364,T30246705,1
12365,T30246706,1
12366,T30246707,0
12367,T30246708,0
12368,T30246709,1
12369,T30246710,1
12370,T30246711,0
12371,T30246712,1
12372,T30246713,0
12373,T30246714,1
12374,T30246715,1
12375,T30246716,1
12376,T30246717,0
12377,T30246718,1
12378,T30246719,1
12379,T30246720,1
12380,T30246721,1
12381,T30246722,1
12382,T30246723,1
12383,T30246724,0
12384,T30246725,1
12385,T30246726,0
12386,T30246727,1
12387,T30246728,1
12388,T30246729,1
12389,T30246730,1
12390,T30246731,1
12391,T30246732,1
12392,T30246733,0
12393,T30246734,1
12394,T30246735,1
12395,T30246736,0
12396,T30246737,1
12397,T30246738,1
12398,T30246739,0
12399,T30246740,0
12400,T30246741,1
12401,T30246742,1
12402,T30246743,1
12403,T30246744,1
12404,T30246745,1
12405,T30246746,1
12406,T30246747,1
12407,T30246748,1
12408,T30246749,0
12409,T30246750,1
12410,T30246751,1
12411,T30246752,1
12412,T30246753,0
12413,T30246754,0
12414,T30246755,1
12415,T30246756,1
12416,T30246757,1
12417,T30246758,1
12418,T30246759,0
12419,T30246760,1
12420,T30246761,1
12421,T30246762,1
12422,T30246763,1
12423,T30246764,1
